epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
14,22.8942,1.88407,3.18471,1.07168,0.95958,0.84853,0.9822,0.47609,2.76022,4.1665,1.44254,0.0455217,0.000521686,0.000521686
15,23.5535,1.74256,3.09033,1.01955,0.96592,0.90909,0.97092,0.50315,2.56942,4.04702,1.40071,0.0415573,0.00055729,0.00055729
16,24.2128,1.76734,2.89532,1.04613,0.96592,0.90909,0.97092,0.50315,2.56942,4.04702,1.40071,0.0375926,0.000592578,0.000592578
17,24.8949,1.78202,2.86896,1.06875,0.72749,0.86711,0.92477,0.57236,2.26841,4.9092,1.29099,0.0336275,0.000627549,0.000627549
18,25.6234,1.91876,3.07896,1.03196,0.88203,0.9697,0.96599,0.53002,2.37605,5.93363,1.31723,0.0296622,0.000662203,0.000662203
19,26.3593,1.76979,2.78469,1.05771,0.88203,0.9697,0.96599,0.53002,2.37605,5.93363,1.31723,0.0256965,0.00069654,0.00069654
20,27.0618,1.75928,2.73146,1.10489,0.92831,0.9697,0.96347,0.5087,2.41138,4.66253,1.31577,0.0217306,0.00073056,0.00073056
21,27.8635,1.76127,2.9815,1.04596,0.80031,0.93633,0.89501,0.46962,2.75801,4.4604,1.41971,0.0177643,0.000764264,0.000764264
22,28.5013,1.88289,2.97416,1.09464,0.80031,0.93633,0.89501,0.46962,2.75801,4.4604,1.41971,0.0137977,0.000797651,0.000797651
23,29.2017,1.85705,2.6494,1.0547,0.82089,0.84848,0.93757,0.49662,2.49619,4.26981,1.38198,0.00983072,0.000830721,0.000830721
24,29.878,1.66267,2.64498,1.0032,0.82089,0.84848,0.93757,0.49662,2.49619,4.26981,1.38198,0.00586347,0.000863474,0.000863474
25,30.6192,1.62422,2.5172,1.00295,0.71984,0.95681,0.97,0.57527,2.36248,4.1077,1.35135,0.00189591,0.00089591,0.00089591
26,31.3297,1.68659,2.55174,1.01319,0.71984,0.95681,0.97,0.57527,2.36248,4.1077,1.35135,0.000901,0.000901,0.000901
27,32.1213,1.60686,2.50226,0.96624,0.87664,0.98048,0.9725,0.65217,2.13643,3.17789,1.32697,0.00089704,0.00089704,0.00089704
28,32.8507,1.697,2.51689,1.0458,0.87664,0.98048,0.9725,0.65217,2.13643,3.17789,1.32697,0.00089308,0.00089308,0.00089308
29,33.5907,1.76526,2.60501,1.04581,0.92833,0.94836,0.97,0.53727,2.39313,3.32898,1.34715,0.00088912,0.00088912,0.00088912
30,34.2292,1.76767,2.55993,1.05762,0.92833,0.94836,0.97,0.53727,2.39313,3.32898,1.34715,0.00088516,0.00088516,0.00088516
31,34.9418,1.61291,2.53261,0.98793,0.94935,0.988,0.98,0.59896,2.09648,3.01053,1.24755,0.0008812,0.0008812,0.0008812
32,35.7204,1.66872,2.46115,1.02001,0.94935,0.988,0.98,0.59896,2.09648,3.01053,1.24755,0.00087724,0.00087724,0.00087724
33,36.422,1.64163,2.52539,0.98717,0.94973,0.96779,0.9925,0.65154,2.02593,2.86168,1.23977,0.00087328,0.00087328,0.00087328
34,37.1173,1.673,2.3841,0.99198,0.94973,0.96779,0.9925,0.65154,2.02593,2.86168,1.23977,0.00086932,0.00086932,0.00086932
35,37.807,1.76324,2.45002,1.00878,0.96656,1,0.995,0.63004,2.06952,2.69051,1.24291,0.00086536,0.00086536,0.00086536
36,38.5032,1.59946,2.56013,1.05321,0.96656,1,0.995,0.63004,2.06952,2.69051,1.24291,0.0008614,0.0008614,0.0008614
37,39.202,1.67502,2.52386,1.05298,0.89734,1,0.995,0.60434,2.3882,2.9977,1.35929,0.00085744,0.00085744,0.00085744
38,39.8699,1.64575,2.4179,1.03618,0.89734,1,0.995,0.60434,2.3882,2.9977,1.35929,0.00085348,0.00085348,0.00085348
39,40.5653,1.75417,2.46782,1.00524,0.88965,1,0.985,0.49735,2.59245,3.1183,1.47531,0.00084952,0.00084952,0.00084952
40,41.3103,1.63853,2.33574,0.98805,0.88965,1,0.985,0.49735,2.59245,3.1183,1.47531,0.00084556,0.00084556,0.00084556
41,42.1125,1.67943,2.40473,1.04696,0.8633,0.9697,0.93591,0.51595,2.35218,2.87379,1.43067,0.0008416,0.0008416,0.0008416
42,42.8342,1.65132,2.3819,1.07057,0.8633,0.9697,0.93591,0.51595,2.35218,2.87379,1.43067,0.00083764,0.00083764,0.00083764
43,43.4414,1.76693,2.4302,1.02072,0.84452,0.9697,0.92577,0.56741,2.21825,2.96597,1.40923,0.00083368,0.00083368,0.00083368
44,43.9948,1.84536,2.46547,1.02282,0.84452,0.9697,0.92577,0.56741,2.21825,2.96597,1.40923,0.00082972,0.00082972,0.00082972
45,44.5619,1.73798,2.44607,1.09559,0.84584,0.9697,0.90558,0.54724,2.20859,3.08696,1.35794,0.00082576,0.00082576,0.00082576
46,45.1116,1.64634,2.25891,1.01126,0.84584,0.9697,0.90558,0.54724,2.20859,3.08696,1.35794,0.0008218,0.0008218,0.0008218
47,45.6947,1.68756,2.41479,1.01736,0.8963,0.9697,0.95125,0.5485,2.31179,3.00984,1.3374,0.00081784,0.00081784,0.00081784
48,46.2553,1.78572,2.45283,1.02454,0.8963,0.9697,0.95125,0.5485,2.31179,3.00984,1.3374,0.00081388,0.00081388,0.00081388
49,46.8194,1.63286,2.39617,0.99488,0.96441,1,0.995,0.56686,2.20343,2.70572,1.34169,0.00080992,0.00080992,0.00080992
50,47.3899,1.65428,2.30098,0.99424,0.96441,1,0.995,0.56686,2.20343,2.70572,1.34169,0.00080596,0.00080596,0.00080596
51,47.9605,1.59122,2.35579,1.02426,0.96564,0.99485,0.995,0.64079,1.91904,2.41819,1.27709,0.000802,0.000802,0.000802
52,48.6002,1.68764,2.33348,1.03522,0.96564,0.99485,0.995,0.64079,1.91904,2.41819,1.27709,0.00079804,0.00079804,0.00079804
53,49.1567,1.57943,2.29277,1.03551,0.97523,0.98194,0.995,0.66432,1.91015,2.29488,1.24373,0.00079408,0.00079408,0.00079408
54,49.7374,1.7273,2.21387,1.01864,0.97523,0.98194,0.995,0.66432,1.91015,2.29488,1.24373,0.00079012,0.00079012,0.00079012
55,50.3111,1.679,2.22378,0.99049,0.97238,0.97469,0.995,0.62259,1.99782,2.27844,1.24395,0.00078616,0.00078616,0.00078616
56,50.8654,1.66551,2.15467,1.00885,0.97238,0.97469,0.995,0.62259,1.99782,2.27844,1.24395,0.0007822,0.0007822,0.0007822
57,51.4339,1.67498,2.18129,1.03743,0.93381,0.95043,0.995,0.66063,1.87283,2.40976,1.22305,0.00077824,0.00077824,0.00077824
58,51.999,1.56004,2.11257,1.00483,0.93381,0.95043,0.995,0.66063,1.87283,2.40976,1.22305,0.00077428,0.00077428,0.00077428
59,52.5619,1.60891,2.24364,1.06786,0.96374,0.97335,0.995,0.67246,1.91693,2.48077,1.25933,0.00077032,0.00077032,0.00077032
60,53.1362,1.58867,2.16315,1.03679,0.96374,0.97335,0.995,0.67246,1.91693,2.48077,1.25933,0.00076636,0.00076636,0.00076636
61,53.8266,1.67688,2.23242,1.04428,0.9674,0.9697,0.9925,0.60349,2.35013,2.80949,1.38789,0.0007624,0.0007624,0.0007624
62,54.3841,1.61594,2.15881,1.00772,0.9674,0.9697,0.9925,0.60349,2.35013,2.80949,1.38789,0.00075844,0.00075844,0.00075844
63,54.9492,1.64346,2.15511,1.05994,0.94652,0.9697,0.9925,0.57017,2.38462,2.72505,1.36885,0.00075448,0.00075448,0.00075448
64,55.5048,1.72251,2.10249,1.02734,0.94652,0.9697,0.9925,0.57017,2.38462,2.72505,1.36885,0.00075052,0.00075052,0.00075052
65,56.0748,1.60242,2.16196,1.0146,0.94249,0.98081,0.9925,0.61859,2.05533,2.51877,1.23727,0.00074656,0.00074656,0.00074656
66,56.6238,1.55538,2.19662,0.9935,0.94249,0.98081,0.9925,0.61859,2.05533,2.51877,1.23727,0.0007426,0.0007426,0.0007426
67,57.2033,1.62437,2.06389,1.0122,0.89791,1,0.98577,0.65057,1.91349,2.52953,1.2084,0.00073864,0.00073864,0.00073864
68,57.7612,1.65575,2.11028,1.0538,0.89791,1,0.98577,0.65057,1.91349,2.52953,1.2084,0.00073468,0.00073468,0.00073468
69,58.324,1.57108,2.28126,1.03145,0.89486,0.87879,0.9448,0.58873,2.18616,2.94067,1.29133,0.00073072,0.00073072,0.00073072
70,58.8652,1.76986,2.19741,1.06525,0.89486,0.87879,0.9448,0.58873,2.18616,2.94067,1.29133,0.00072676,0.00072676,0.00072676
71,59.421,1.67674,2.06154,1.03293,0.88702,0.93939,0.93379,0.52663,2.50208,2.94436,1.40891,0.0007228,0.0007228,0.0007228
72,60.0387,1.52332,1.93506,0.97423,0.88702,0.93939,0.93379,0.52663,2.50208,2.94436,1.40891,0.00071884,0.00071884,0.00071884
73,60.604,1.60832,2.18624,0.99776,0.92002,1,0.97675,0.55391,2.41047,3.14346,1.38905,0.00071488,0.00071488,0.00071488
74,61.1548,1.39917,1.90923,0.95443,0.92002,1,0.97675,0.55391,2.41047,3.14346,1.38905,0.00071092,0.00071092,0.00071092
75,61.7169,1.49462,2.03956,1.02511,0.8885,0.9697,0.95518,0.60451,2.05168,2.79529,1.27998,0.00070696,0.00070696,0.00070696
76,62.2677,1.52828,2.05595,1.00408,0.8885,0.9697,0.95518,0.60451,2.05168,2.79529,1.27998,0.000703,0.000703,0.000703
77,62.8484,1.49038,1.99267,1.00851,0.88787,0.9697,0.95268,0.6012,2.03753,2.51796,1.26534,0.00069904,0.00069904,0.00069904
78,63.4019,1.73577,2.18352,1.09345,0.88787,0.9697,0.95268,0.6012,2.03753,2.51796,1.26534,0.00069508,0.00069508,0.00069508
79,63.9684,1.58254,1.97913,1.03177,0.89112,0.9697,0.94757,0.57034,2.18636,2.60812,1.3344,0.00069112,0.00069112,0.00069112
80,64.5238,1.72687,2.02436,1.03602,0.89112,0.9697,0.94757,0.57034,2.18636,2.60812,1.3344,0.00068716,0.00068716,0.00068716
81,65.1544,1.68709,2.07857,1.08777,0.87777,0.9697,0.94934,0.52685,2.35117,2.79033,1.41112,0.0006832,0.0006832,0.0006832
82,65.7277,1.97949,2.18539,1.04254,0.87777,0.9697,0.94934,0.52685,2.35117,2.79033,1.41112,0.00067924,0.00067924,0.00067924
83,66.3198,1.68108,2.08165,1.0233,0.84246,0.94691,0.94572,0.52862,2.31082,2.83782,1.41516,0.00067528,0.00067528,0.00067528
84,66.862,1.79358,2.13234,1.04366,0.84246,0.94691,0.94572,0.52862,2.31082,2.83782,1.41516,0.00067132,0.00067132,0.00067132
85,67.4592,1.58184,1.97415,0.99806,0.79833,0.88875,0.94104,0.5822,2.15111,3.07889,1.39673,0.00066736,0.00066736,0.00066736
86,68.0505,1.54374,2.07072,1.03666,0.79833,0.88875,0.94104,0.5822,2.15111,3.07889,1.39673,0.0006634,0.0006634,0.0006634
87,68.6259,1.62262,2.09333,1.01614,0.8833,0.90909,0.94067,0.59357,2.01916,2.9943,1.33935,0.00065944,0.00065944,0.00065944
88,69.1832,1.59227,1.97008,0.99883,0.8833,0.90909,0.94067,0.59357,2.01916,2.9943,1.33935,0.00065548,0.00065548,0.00065548
89,69.7516,1.79116,2.09669,1.07779,0.90219,0.89677,0.93621,0.546,2.13646,2.98093,1.34194,0.00065152,0.00065152,0.00065152
90,70.2935,1.51171,1.93215,0.98199,0.90219,0.89677,0.93621,0.546,2.13646,2.98093,1.34194,0.00064756,0.00064756,0.00064756
91,70.92,1.63873,2.0197,1.04895,0.91207,0.90703,0.93291,0.53026,2.29445,3.0363,1.36479,0.0006436,0.0006436,0.0006436
92,71.4679,1.66363,2.04027,1.0319,0.91207,0.90703,0.93291,0.53026,2.29445,3.0363,1.36479,0.00063964,0.00063964,0.00063964
93,72.0354,1.55697,2.07459,0.98687,0.91052,0.90909,0.93632,0.55222,2.1879,2.75683,1.31769,0.00063568,0.00063568,0.00063568
94,72.587,1.60898,1.93142,1.02104,0.91052,0.90909,0.93632,0.55222,2.1879,2.75683,1.31769,0.00063172,0.00063172,0.00063172
95,73.1432,1.54897,1.88888,0.99027,0.93847,0.91988,0.94072,0.61403,1.94597,2.43561,1.25797,0.00062776,0.00062776,0.00062776
96,73.7143,1.53434,1.89501,1.00103,0.93847,0.91988,0.94072,0.61403,1.94597,2.43561,1.25797,0.0006238,0.0006238,0.0006238
97,74.2725,1.54079,1.94102,0.99986,0.91684,0.90909,0.93651,0.60893,1.92976,2.36681,1.27947,0.00061984,0.00061984,0.00061984
98,74.819,1.68886,1.96005,1.01496,0.91684,0.90909,0.93651,0.60893,1.92976,2.36681,1.27947,0.00061588,0.00061588,0.00061588
99,75.3797,1.58353,1.93387,1.04784,0.91858,0.93939,0.93657,0.63536,1.89682,2.35765,1.30102,0.00061192,0.00061192,0.00061192
