epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
16,17.1163,1.86645,5.11996,1.19843,0.03523,0.66667,0.26895,0.03626,1.92558,14.9293,1.35464,0.0375926,0.000592578,0.000592578
17,17.5633,1.77176,5.88953,1.2198,0.35676,0.69697,0.4654,0.16376,1.89255,14.8974,1.34106,0.0336275,0.000627549,0.000627549
18,18.0063,2.03099,5.37093,1.11886,0.34544,0.81818,0.48633,0.1499,1.92409,14.8735,1.37114,0.0296622,0.000662203,0.000662203
19,18.5049,1.85446,5.16261,1.18736,0.34544,0.81818,0.48633,0.1499,1.92409,14.8735,1.37114,0.0256965,0.00069654,0.00069654
20,18.9399,1.85626,4.87966,1.2177,0.30847,0.93939,0.53819,0.17055,1.77468,14.4518,1.3087,0.0217306,0.00073056,0.00073056
21,19.3751,1.76524,5.35645,1.17718,0.28477,0.9697,0.5149,0.18359,1.83485,13.6604,1.32728,0.0177643,0.000764264,0.000764264
22,19.817,1.86078,5.0228,1.21258,0.28477,0.9697,0.5149,0.18359,1.83485,13.6604,1.32728,0.0137977,0.000797651,0.000797651
23,20.2619,1.73004,4.24132,1.12429,0.24449,0.9697,0.61032,0.26089,1.85083,12.746,1.33639,0.00983072,0.000830721,0.000830721
24,20.6849,1.64373,4.75958,1.09584,0.24449,0.9697,0.61032,0.26089,1.85083,12.746,1.33639,0.00586347,0.000863474,0.000863474
25,21.1181,1.75458,4.41222,1.16066,0.21432,0.9697,0.76948,0.3338,1.78287,12.327,1.31875,0.00189591,0.00089591,0.00089591
26,21.5463,1.68047,4.21533,1.08221,0.21432,0.9697,0.76948,0.3338,1.78287,12.327,1.31875,0.000901,0.000901,0.000901
27,21.9899,1.68662,4.27055,1.05066,0.86365,0.5,0.85746,0.41268,1.71117,11.786,1.29509,0.00089704,0.00089704,0.00089704
28,22.4819,1.68999,4.01376,1.1371,0.86365,0.5,0.85746,0.41268,1.71117,11.786,1.29509,0.00089308,0.00089308,0.00089308
29,22.9179,1.68657,4.61449,1.1309,0.83546,0.43333,0.87466,0.35094,1.93116,11.3475,1.38322,0.00088912,0.00088912,0.00088912
30,23.3332,1.79637,4.59645,1.18332,0.83546,0.43333,0.87466,0.35094,1.93116,11.3475,1.38322,0.00088516,0.00088516,0.00088516
31,23.777,1.62048,4.12317,1.04794,0.81292,0.63946,0.88194,0.42316,1.93674,10.2799,1.38671,0.0008812,0.0008812,0.0008812
32,24.1964,1.76993,4.42556,1.16211,0.81292,0.63946,0.88194,0.42316,1.93674,10.2799,1.38671,0.00087724,0.00087724,0.00087724
33,24.6314,1.67547,4.07194,1.06541,0.76044,0.78532,0.92833,0.48076,2.0939,8.01474,1.35944,0.00087328,0.00087328,0.00087328
34,25.0622,1.65454,3.90643,1.08157,0.76044,0.78532,0.92833,0.48076,2.0939,8.01474,1.35944,0.00086932,0.00086932,0.00086932
35,25.4987,1.83549,3.95773,1.12081,0.78619,0.97307,0.82917,0.49015,2.01519,6.26658,1.30338,0.00086536,0.00086536,0.00086536
36,25.9306,1.64956,5.41661,1.15153,0.78619,0.97307,0.82917,0.49015,2.01519,6.26658,1.30338,0.0008614,0.0008614,0.0008614
37,26.3775,1.74813,4.10389,1.16575,0.84806,0.74383,0.87444,0.49504,2.0385,5.85652,1.32586,0.00085744,0.00085744,0.00085744
38,26.8181,1.79069,4.60385,1.19843,0.84806,0.74383,0.87444,0.49504,2.0385,5.85652,1.32586,0.00085348,0.00085348,0.00085348
39,27.2654,1.80981,3.84832,1.13824,0.83341,0.89362,0.87694,0.47825,2.35536,5.38205,1.4002,0.00084952,0.00084952,0.00084952
40,27.7582,1.6453,3.94777,1.05878,0.83341,0.89362,0.87694,0.47825,2.35536,5.38205,1.4002,0.00084556,0.00084556,0.00084556
41,28.1892,1.73157,3.90568,1.14171,0.80832,0.9697,0.88194,0.4782,2.35843,4.43954,1.37506,0.0008416,0.0008416,0.0008416
42,28.6299,1.67035,4.05003,1.16969,0.80832,0.9697,0.88194,0.4782,2.35843,4.43954,1.37506,0.00083764,0.00083764,0.00083764
43,29.0675,1.74277,3.92332,1.09991,0.93992,0.8708,0.9925,0.55678,2.18929,4.47041,1.33684,0.00083368,0.00083368,0.00083368
44,29.4997,1.87241,3.79316,1.13394,0.93992,0.8708,0.9925,0.55678,2.18929,4.47041,1.33684,0.00082972,0.00082972,0.00082972
45,29.9491,1.82442,4.13121,1.20666,0.9794,0.85083,0.9925,0.51836,2.14533,4.53941,1.34656,0.00082576,0.00082576,0.00082576
46,30.3757,1.59933,3.6804,1.1247,0.9794,0.85083,0.9925,0.51836,2.14533,4.53941,1.34656,0.0008218,0.0008218,0.0008218
47,30.8339,1.71059,3.85156,1.14439,0.94571,0.85506,0.9925,0.50259,2.21973,4.5824,1.38388,0.00081784,0.00081784,0.00081784
48,31.2541,1.82232,3.68809,1.12688,0.94571,0.85506,0.9925,0.50259,2.21973,4.5824,1.38388,0.00081388,0.00081388,0.00081388
49,31.7068,1.71078,3.86082,1.08731,0.98061,0.97254,0.995,0.52288,2.29241,4.32134,1.40102,0.00080992,0.00080992,0.00080992
50,32.2012,1.63847,3.64283,1.05235,0.98061,0.97254,0.995,0.52288,2.29241,4.32134,1.40102,0.00080596,0.00080596,0.00080596
51,32.6393,1.69637,4.20049,1.12574,0.95208,0.94399,0.99038,0.52474,2.21045,4.15987,1.37876,0.000802,0.000802,0.000802
52,33.0595,1.71182,3.78713,1.11775,0.95208,0.94399,0.99038,0.52474,2.21045,4.15987,1.37876,0.00079804,0.00079804,0.00079804
53,33.4958,1.59426,3.77492,1.13234,0.83115,0.80303,0.8675,0.53127,2.08293,4.17481,1.34013,0.00079408,0.00079408,0.00079408
54,33.9129,1.66763,3.66148,1.07398,0.83115,0.80303,0.8675,0.53127,2.08293,4.17481,1.34013,0.00079012,0.00079012,0.00079012
55,34.3517,1.69666,3.45386,1.05794,0.9041,0.80303,0.8716,0.54182,1.93709,4.20894,1.30001,0.00078616,0.00078616,0.00078616
56,34.7631,1.56147,3.51491,1.12453,0.9041,0.80303,0.8716,0.54182,1.93709,4.20894,1.30001,0.0007822,0.0007822,0.0007822
57,35.2006,1.73609,3.54159,1.14117,0.9172,0.97615,0.9925,0.61246,1.8737,4.17574,1.26395,0.00077824,0.00077824,0.00077824
58,35.6354,1.62196,3.38983,1.09362,0.9172,0.97615,0.9925,0.61246,1.8737,4.17574,1.26395,0.00077428,0.00077428,0.00077428
59,36.0765,1.70511,3.56254,1.20703,0.88205,0.95318,0.97052,0.59413,1.90083,4.30808,1.27317,0.00077032,0.00077032,0.00077032
60,36.4951,1.62021,3.61059,1.08123,0.88205,0.95318,0.97052,0.59413,1.90083,4.30808,1.27317,0.00076636,0.00076636,0.00076636
61,36.9345,1.70876,3.43577,1.12676,0.8844,0.9697,0.96986,0.50173,2.16095,4.64716,1.34501,0.0007624,0.0007624,0.0007624
62,37.4192,1.69518,3.50318,1.06823,0.8844,0.9697,0.96986,0.50173,2.16095,4.64716,1.34501,0.00075844,0.00075844,0.00075844
63,37.8588,1.5933,3.92929,1.1942,0.89507,0.9697,0.97327,0.44944,2.41088,4.74039,1.43487,0.00075448,0.00075448,0.00075448
64,38.2832,1.82015,3.37894,1.15182,0.89507,0.9697,0.97327,0.44944,2.41088,4.74039,1.43487,0.00075052,0.00075052,0.00075052
65,38.7259,1.72381,3.65082,1.11962,0.90256,0.9697,0.97327,0.46213,2.35796,4.43174,1.41999,0.00074656,0.00074656,0.00074656
66,39.1546,1.60384,3.52394,1.10246,0.90256,0.9697,0.97327,0.46213,2.35796,4.43174,1.41999,0.0007426,0.0007426,0.0007426
67,39.5967,1.7068,3.26651,1.06831,0.87299,1,0.987,0.52251,2.16964,3.97366,1.36793,0.00073864,0.00073864,0.00073864
68,40.0112,1.61614,3.49674,1.22705,0.87299,1,0.987,0.52251,2.16964,3.97366,1.36793,0.00073468,0.00073468,0.00073468
69,40.4556,1.6432,3.50479,1.10426,0.86804,0.9697,0.96965,0.58013,2.012,3.86139,1.34314,0.00073072,0.00073072,0.00073072
70,40.8818,1.78607,3.53503,1.16587,0.86804,0.9697,0.96965,0.58013,2.012,3.86139,1.34314,0.00072676,0.00072676,0.00072676
71,41.3244,1.74273,3.33197,1.20532,0.88126,0.9552,0.93401,0.54011,2.0759,4.07752,1.40091,0.0007228,0.0007228,0.0007228
72,41.8142,1.62149,3.06133,1.08196,0.88126,0.9552,0.93401,0.54011,2.0759,4.07752,1.40091,0.00071884,0.00071884,0.00071884
73,42.2559,1.67086,3.31648,1.07716,0.87675,0.84848,0.92647,0.4965,2.22219,4.4179,1.47987,0.00071488,0.00071488,0.00071488
74,42.6729,1.4925,3.07173,1.03088,0.87675,0.84848,0.92647,0.4965,2.22219,4.4179,1.47987,0.00071092,0.00071092,0.00071092
75,43.116,1.48886,3.29263,1.08657,0.96985,0.81349,0.96149,0.45656,2.39193,4.38057,1.5344,0.00070696,0.00070696,0.00070696
76,43.5363,1.59391,3.07857,1.08105,0.96985,0.81349,0.96149,0.45656,2.39193,4.38057,1.5344,0.000703,0.000703,0.000703
77,43.9837,1.56973,3.32989,1.112,0.90994,0.87879,0.97238,0.45171,2.48281,4.19193,1.55839,0.00069904,0.00069904,0.00069904
78,44.4078,1.73445,3.52205,1.13365,0.90994,0.87879,0.97238,0.45171,2.48281,4.19193,1.55839,0.00069508,0.00069508,0.00069508
79,44.8595,1.69721,3.61407,1.23252,0.96316,0.92532,0.98577,0.51655,2.41394,3.87325,1.51866,0.00069112,0.00069112,0.00069112
80,45.2749,1.62615,3.6951,1.20395,0.96316,0.92532,0.98577,0.51655,2.41394,3.87325,1.51866,0.00068716,0.00068716,0.00068716
81,45.7071,1.65305,3.38857,1.19728,0.97949,0.9697,0.98857,0.53714,2.40442,3.85021,1.50491,0.0006832,0.0006832,0.0006832
82,46.1399,1.85876,3.2401,1.07945,0.97949,0.9697,0.98857,0.53714,2.40442,3.85021,1.50491,0.00067924,0.00067924,0.00067924
83,46.577,1.59164,3.09531,1.07603,0.97519,0.95764,0.9925,0.56394,2.33696,3.55387,1.4924,0.00067528,0.00067528,0.00067528
84,47.0707,1.76071,3.0028,1.08158,0.97519,0.95764,0.9925,0.56394,2.33696,3.55387,1.4924,0.00067132,0.00067132,0.00067132
85,47.5045,1.56232,3.00945,1.07872,0.97419,0.98946,0.995,0.59625,2.21743,3.26568,1.46359,0.00066736,0.00066736,0.00066736
86,47.9299,1.54415,3.42606,1.13892,0.97419,0.98946,0.995,0.59625,2.21743,3.26568,1.46359,0.0006634,0.0006634,0.0006634
87,48.3592,1.53747,3.27037,1.03917,0.96732,0.99376,0.995,0.61702,2.15863,3.16238,1.45261,0.00065944,0.00065944,0.00065944
88,48.7881,1.63086,3.04466,1.07418,0.96732,0.99376,0.995,0.61702,2.15863,3.16238,1.45261,0.00065548,0.00065548,0.00065548
89,49.2418,1.77758,3.16945,1.1637,0.9608,0.99242,0.995,0.6041,2.19453,3.16011,1.45913,0.00065152,0.00065152,0.00065152
90,49.6708,1.59791,3.11139,1.12476,0.9608,0.99242,0.995,0.6041,2.19453,3.16011,1.45913,0.00064756,0.00064756,0.00064756
91,50.1021,1.64221,3.01963,1.1323,0.94104,0.99438,0.995,0.57124,2.24998,3.16194,1.48304,0.0006436,0.0006436,0.0006436
92,50.5231,1.64971,3.13765,1.11639,0.94104,0.99438,0.995,0.57124,2.24998,3.16194,1.48304,0.00063964,0.00063964,0.00063964
93,50.971,1.54823,3.08231,1.05724,0.91184,0.9947,0.995,0.55607,2.2984,3.26301,1.51618,0.00063568,0.00063568,0.00063568
94,51.4607,1.61248,2.94858,1.12184,0.91184,0.9947,0.995,0.55607,2.2984,3.26301,1.51618,0.00063172,0.00063172,0.00063172
95,51.8993,1.50578,2.89368,1.12102,0.87447,0.98402,0.995,0.59421,2.2909,3.41553,1.51427,0.00062776,0.00062776,0.00062776
96,52.3108,1.52625,2.87009,1.08883,0.87447,0.98402,0.995,0.59421,2.2909,3.41553,1.51427,0.0006238,0.0006238,0.0006238
97,52.7451,1.55474,2.8727,1.08221,0.95494,0.85809,0.9925,0.56456,2.2448,3.60927,1.50493,0.00061984,0.00061984,0.00061984
98,53.178,1.82262,3.51394,1.16884,0.95494,0.85809,0.9925,0.56456,2.2448,3.60927,1.50493,0.00061588,0.00061588,0.00061588
99,53.6285,1.6897,3.50884,1.2072,0.94876,0.86434,0.98493,0.56069,2.15184,3.55115,1.4541,0.00061192,0.00061192,0.00061192
100,54.0453,1.41883,3.06405,1.02439,0.94876,0.86434,0.98493,0.56069,2.15184,3.55115,1.4541,0.00060796,0.00060796,0.00060796
101,54.4962,1.49564,3.51695,1.159,0.93309,0.90762,0.98057,0.57117,2.15307,3.52723,1.45103,0.000604,0.000604,0.000604
102,54.9188,1.64488,3.21209,1.0925,0.93309,0.90762,0.98057,0.57117,2.15307,3.52723,1.45103,0.00060004,0.00060004,0.00060004
103,55.3619,1.57376,3.02818,1.1286,0.96524,0.9264,0.98214,0.55482,2.22026,3.54466,1.46536,0.00059608,0.00059608,0.00059608
104,55.7882,1.63262,3.03381,1.05836,0.96524,0.9264,0.98214,0.55482,2.22026,3.54466,1.46536,0.00059212,0.00059212,0.00059212
105,56.2402,1.54662,3.65084,1.17005,0.98799,0.90888,0.97914,0.55044,2.24969,3.56191,1.46145,0.00058816,0.00058816,0.00058816
106,56.7246,1.60273,3.07164,1.08787,0.98799,0.90888,0.97914,0.55044,2.24969,3.56191,1.46145,0.0005842,0.0005842,0.0005842
107,57.1684,1.35935,2.97105,1.03052,0.89023,0.9834,0.97914,0.47771,2.26465,3.55982,1.48111,0.00058024,0.00058024,0.00058024
108,57.5976,1.41364,3.17325,1.08222,0.89023,0.9834,0.97914,0.47771,2.26465,3.55982,1.48111,0.00057628,0.00057628,0.00057628
109,58.0227,1.55488,2.97962,1.02752,0.8848,0.90909,0.95952,0.48741,2.29755,3.38733,1.5243,0.00057232,0.00057232,0.00057232
110,58.44,1.48391,3.73613,1.14989,0.8848,0.90909,0.95952,0.48741,2.29755,3.38733,1.5243,0.00056836,0.00056836,0.00056836
111,58.8747,1.54597,3.25813,1.06763,0.90242,0.93939,0.96265,0.49009,2.34189,3.3057,1.54693,0.0005644,0.0005644,0.0005644
112,59.2963,1.49376,3.10868,1.08856,0.90242,0.93939,0.96265,0.49009,2.34189,3.3057,1.54693,0.00056044,0.00056044,0.00056044
113,59.7313,1.5236,2.90958,1.05489,0.94965,0.93939,0.97018,0.49511,2.26109,3.22797,1.52859,0.00055648,0.00055648,0.00055648
114,60.1488,1.56412,3.00428,1.13232,0.94965,0.93939,0.97018,0.49511,2.26109,3.22797,1.52859,0.00055252,0.00055252,0.00055252
115,60.5884,1.47158,3.23029,1.10811,0.99217,0.96695,0.97875,0.52144,2.29111,3.13359,1.53326,0.00054856,0.00054856,0.00054856
116,61.0748,1.59463,2.77667,1.03671,0.99217,0.96695,0.97875,0.52144,2.29111,3.13359,1.53326,0.0005446,0.0005446,0.0005446
117,61.5124,1.53075,2.86869,1.11375,0.97858,0.9697,0.97202,0.5276,2.35516,3.1297,1.53938,0.00054064,0.00054064,0.00054064
118,61.9238,1.41751,2.7376,1.0621,0.97858,0.9697,0.97202,0.5276,2.35516,3.1297,1.53938,0.00053668,0.00053668,0.00053668
119,62.3601,1.56943,2.85965,1.04646,0.98027,0.9697,0.971,0.52345,2.31898,3.02638,1.52397,0.00053272,0.00053272,0.00053272
120,62.7739,1.58639,2.82233,1.09081,0.98027,0.9697,0.971,0.52345,2.31898,3.02638,1.52397,0.00052876,0.00052876,0.00052876
121,63.2149,1.68484,2.79512,1.13934,0.98459,0.9697,0.96902,0.52997,2.2551,3.01951,1.50473,0.0005248,0.0005248,0.0005248
122,63.638,1.45877,2.73006,1.06733,0.98459,0.9697,0.96902,0.52997,2.2551,3.01951,1.50473,0.00052084,0.00052084,0.00052084
123,64.0746,1.62593,2.86088,1.09271,0.98809,0.9697,0.9677,0.50458,2.26346,3.01765,1.52954,0.00051688,0.00051688,0.00051688
124,64.5132,1.42071,2.67765,1.04024,0.98809,0.9697,0.9677,0.50458,2.26346,3.01765,1.52954,0.00051292,0.00051292,0.00051292
125,64.9489,1.68123,3.02202,1.14078,0.9885,0.95817,0.99038,0.50855,2.40102,3.13583,1.61362,0.00050896,0.00050896,0.00050896
126,65.3834,1.46645,2.66073,1.08565,0.9885,0.95817,0.99038,0.50855,2.40102,3.13583,1.61362,0.000505,0.000505,0.000505
127,65.8253,1.61345,3.39102,1.09311,0.98839,0.9566,0.9925,0.52933,2.38964,3.08042,1.62184,0.00050104,0.00050104,0.00050104
