epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
18,24.7963,2.12476,3.43451,1.07888,0.63404,0.8794,0.97028,0.61203,2.00464,6.70655,1.42702,0.0296622,0.000662203,0.000662203
19,25.7827,1.99454,3.33896,1.13286,0.63404,0.8794,0.97028,0.61203,2.00464,6.70655,1.42702,0.0256965,0.00069654,0.00069654
20,26.812,2.01232,3.50599,1.18647,0.8716,0.66667,0.87042,0.59398,1.89692,7.44082,1.19027,0.0217306,0.00073056,0.00073056
21,27.8375,1.92337,3.92097,1.12168,0.50228,0.75758,0.6483,0.30602,2.79975,9.92275,1.42948,0.0177643,0.000764264,0.000764264
22,28.768,2.07906,3.43782,1.15693,0.50228,0.75758,0.6483,0.30602,2.79975,9.92275,1.42948,0.0137977,0.000797651,0.000797651
23,29.7297,1.93936,3.07602,1.11276,0.97144,0.80417,0.91455,0.41467,3.1008,5.91344,1.75388,0.00983072,0.000830721,0.000830721
24,30.6556,1.7116,3.18559,1.04675,0.97144,0.80417,0.91455,0.41467,3.1008,5.91344,1.75388,0.00586347,0.000863474,0.000863474
25,31.6049,1.76258,3.10776,1.06672,0.8906,0.78656,0.78208,0.48422,3.10207,8.70528,2.14938,0.00189591,0.00089591,0.00089591
26,32.6035,1.77089,2.86546,1.06034,0.8906,0.78656,0.78208,0.48422,3.10207,8.70528,2.14938,0.000901,0.000901,0.000901
27,33.5537,1.77552,2.79788,1.03618,0.94728,0.78788,0.79049,0.58787,2.86939,10.991,2.72468,0.00089704,0.00089704,0.00089704
28,34.4616,1.80898,2.75854,1.13184,0.94728,0.78788,0.79049,0.58787,2.86939,10.991,2.72468,0.00089308,0.00089308,0.00089308
29,35.4004,1.74897,2.8231,1.08971,0.88652,0.90909,0.91724,0.45423,2.82788,6.55872,1.92554,0.00088912,0.00088912,0.00088912
30,36.3341,1.94276,2.86796,1.12318,0.88652,0.90909,0.91724,0.45423,2.82788,6.55872,1.92554,0.00088516,0.00088516,0.00088516
31,37.2755,1.73919,2.64402,1.03219,0.96086,1,0.995,0.63408,2.2912,3.85154,1.57668,0.0008812,0.0008812,0.0008812
32,38.3372,1.78691,2.75711,1.09625,0.96086,1,0.995,0.63408,2.2912,3.85154,1.57668,0.00087724,0.00087724,0.00087724
33,39.3633,1.76932,2.65814,1.04284,0.80242,0.73748,0.78699,0.41306,2.4157,10.4029,1.57056,0.00087328,0.00087328,0.00087328
34,40.2958,1.65182,2.77612,1.03279,0.80242,0.73748,0.78699,0.41306,2.4157,10.4029,1.57056,0.00086932,0.00086932,0.00086932
35,41.239,1.85332,2.87315,1.06636,0.89868,0.6,0.67993,0.36614,2.63556,7.56805,1.64505,0.00086536,0.00086536,0.00086536
36,42.1648,1.62144,2.73908,1.06192,0.89868,0.6,0.67993,0.36614,2.63556,7.56805,1.64505,0.0008614,0.0008614,0.0008614
37,43.1188,1.77281,2.89599,1.0899,0.65801,0.30303,0.36459,0.21128,2.83061,6.34352,1.73595,0.00085744,0.00085744,0.00085744
38,44.1,1.6729,2.58781,1.07791,0.65801,0.30303,0.36459,0.21128,2.83061,6.34352,1.73595,0.00085348,0.00085348,0.00085348
39,45.0629,1.81326,2.4602,1.05155,0.73364,0.493,0.57601,0.29259,2.66956,7.75239,1.67338,0.00084952,0.00084952,0.00084952
40,45.9955,1.63462,2.34274,1.00754,0.73364,0.493,0.57601,0.29259,2.66956,7.75239,1.67338,0.00084556,0.00084556,0.00084556
41,46.9343,1.66287,2.50202,1.0465,0.77476,0.48614,0.76283,0.40252,2.50711,14.2764,1.60667,0.0008416,0.0008416,0.0008416
42,47.8434,1.67521,2.78896,1.09148,0.77476,0.48614,0.76283,0.40252,2.50711,14.2764,1.60667,0.00083764,0.00083764,0.00083764
43,48.8092,1.78683,2.68387,1.06603,0.82606,0.83343,0.93473,0.48625,2.58904,10.9941,1.69206,0.00083368,0.00083368,0.00083368
44,49.8093,1.87512,2.68059,1.06116,0.82606,0.83343,0.93473,0.48625,2.58904,10.9941,1.69206,0.00082972,0.00082972,0.00082972
45,50.767,1.70102,2.81471,1.10573,0.90784,0.92626,0.91448,0.4665,2.91237,6.7561,1.8171,0.00082576,0.00082576,0.00082576
46,51.7015,1.63925,2.51087,1.05022,0.90784,0.92626,0.91448,0.4665,2.91237,6.7561,1.8171,0.0008218,0.0008218,0.0008218
47,52.6547,1.74649,2.51731,1.05762,0.73887,0.83867,0.92435,0.4193,2.88016,4.94306,1.73648,0.00081784,0.00081784,0.00081784
48,53.5768,1.85941,2.68234,1.06461,0.73887,0.83867,0.92435,0.4193,2.88016,4.94306,1.73648,0.00081388,0.00081388,0.00081388
49,54.5628,1.68045,2.73115,1.02577,0.73446,0.83255,0.9125,0.46116,2.68678,4.48936,1.6509,0.00080992,0.00080992,0.00080992
50,55.5632,1.68696,2.50499,1.03448,0.73446,0.83255,0.9125,0.46116,2.68678,4.48936,1.6509,0.00080596,0.00080596,0.00080596
51,56.4984,1.70782,2.53715,1.06491,0.92162,1,0.97654,0.5863,2.2258,3.49601,1.40602,0.000802,0.000802,0.000802
52,57.463,1.78767,2.64046,1.07203,0.92162,1,0.97654,0.5863,2.2258,3.49601,1.40602,0.00079804,0.00079804,0.00079804
53,58.4044,1.60868,2.45053,1.06019,0.87494,1,0.995,0.5888,2.27805,3.81588,1.4175,0.00079408,0.00079408,0.00079408
54,59.349,1.82355,2.45956,1.05306,0.87494,1,0.995,0.5888,2.27805,3.81588,1.4175,0.00079012,0.00079012,0.00079012
55,60.3124,1.79192,2.34299,1.02697,0.85117,0.96438,0.987,0.65909,2.12436,3.21965,1.36068,0.00078616,0.00078616,0.00078616
56,61.2997,1.70247,2.26604,1.06838,0.85117,0.96438,0.987,0.65909,2.12436,3.21965,1.36068,0.0007822,0.0007822,0.0007822
57,62.3838,1.71116,2.34274,1.075,0.6808,0.9697,0.97472,0.6593,1.79702,3.37816,1.28646,0.00077824,0.00077824,0.00077824
58,63.3751,1.609,2.32794,1.04322,0.6808,0.9697,0.97472,0.6593,1.79702,3.37816,1.28646,0.00077428,0.00077428,0.00077428
59,64.4059,1.74247,2.44069,1.13482,0.88113,0.95841,0.99038,0.5936,2.1013,2.81657,1.45042,0.00077032,0.00077032,0.00077032
60,65.3277,1.68094,2.17234,1.04819,0.88113,0.95841,0.99038,0.5936,2.1013,2.81657,1.45042,0.00076636,0.00076636,0.00076636
61,66.2802,1.75549,2.36406,1.08411,0.94117,1,0.995,0.48823,2.82254,3.14508,1.73964,0.0007624,0.0007624,0.0007624
62,67.2056,1.72625,2.2748,1.03691,0.94117,1,0.995,0.48823,2.82254,3.14508,1.73964,0.00075844,0.00075844,0.00075844
63,68.2076,1.66142,2.31469,1.08157,0.87985,0.99861,0.995,0.49291,2.93977,3.41875,1.79794,0.00075448,0.00075448,0.00075448
64,69.1431,1.82063,2.31379,1.07482,0.87985,0.99861,0.995,0.49291,2.93977,3.41875,1.79794,0.00075052,0.00075052,0.00075052
65,70.0752,1.74821,2.2841,1.06724,0.8825,0.96507,0.995,0.52966,2.26033,3.30159,1.45816,0.00074656,0.00074656,0.00074656
66,70.9843,1.80562,2.22181,1.07143,0.8825,0.96507,0.995,0.52966,2.26033,3.30159,1.45816,0.0007426,0.0007426,0.0007426
67,71.9981,1.66762,2.09196,1.04783,0.91008,1,0.9925,0.54969,2.18004,3.28183,1.42155,0.00073864,0.00073864,0.00073864
68,72.9371,1.72066,2.26086,1.14811,0.91008,1,0.9925,0.54969,2.18004,3.28183,1.42155,0.00073468,0.00073468,0.00073468
69,73.9142,1.50719,2.2922,1.0385,0.87603,0.98402,0.9925,0.53211,2.41649,3.42897,1.50824,0.00073072,0.00073072,0.00073072
70,74.8491,1.80763,2.36798,1.09158,0.87603,0.98402,0.9925,0.53211,2.41649,3.42897,1.50824,0.00072676,0.00072676,0.00072676
71,75.7924,1.73011,2.20875,1.09325,0.85139,1,0.99038,0.52212,2.57259,3.38564,1.52874,0.0007228,0.0007228,0.0007228
72,76.7154,1.71826,2.08204,1.01667,0.85139,1,0.99038,0.52212,2.57259,3.38564,1.52874,0.00071884,0.00071884,0.00071884
73,77.7172,1.68352,2.23757,1.02188,0.93313,0.98981,0.99038,0.58632,2.15612,2.95789,1.38838,0.00071488,0.00071488,0.00071488
74,78.6409,1.46361,2.03933,0.97725,0.93313,0.98981,0.99038,0.58632,2.15612,2.95789,1.38838,0.00071092,0.00071092,0.00071092
75,79.6011,1.53993,2.22427,1.037,0.9445,0.99336,0.9925,0.6288,2.03354,2.85893,1.33813,0.00070696,0.00070696,0.00070696
76,80.5243,1.60478,2.09983,1.03413,0.9445,0.99336,0.9925,0.6288,2.03354,2.85893,1.33813,0.000703,0.000703,0.000703
77,81.4693,1.58352,2.09696,1.03816,0.91683,0.99189,0.99038,0.51643,2.47097,3.46193,1.54165,0.00069904,0.00069904,0.00069904
78,82.3822,1.77591,2.34479,1.09021,0.91683,0.99189,0.99038,0.51643,2.47097,3.46193,1.54165,0.00069508,0.00069508,0.00069508
79,83.408,1.66037,2.12368,1.06094,0.90394,0.9697,0.987,0.51164,2.58842,3.23655,1.62165,0.00069112,0.00069112,0.00069112
80,84.3428,1.72053,2.05533,1.07097,0.90394,0.9697,0.987,0.51164,2.58842,3.23655,1.62165,0.00068716,0.00068716,0.00068716
81,85.317,1.68425,2.21258,1.1079,0.92709,0.9697,0.987,0.5653,2.39279,2.85512,1.5085,0.0006832,0.0006832,0.0006832
82,86.236,1.81876,2.04101,1.02647,0.92709,0.9697,0.987,0.5653,2.39279,2.85512,1.5085,0.00067924,0.00067924,0.00067924
83,87.2568,1.61253,2.02408,1.01183,0.93951,0.92477,0.98766,0.63067,1.9659,2.88968,1.37305,0.00067528,0.00067528,0.00067528
84,88.1883,1.75161,2.02015,1.05744,0.93951,0.92477,0.98766,0.63067,1.9659,2.88968,1.37305,0.00067132,0.00067132,0.00067132
85,89.1409,1.5475,1.9489,1.00786,0.93759,0.92663,0.99,0.60156,1.95271,2.9504,1.36917,0.00066736,0.00066736,0.00066736
86,90.0708,1.59957,2.21606,1.06376,0.93759,0.92663,0.99,0.60156,1.95271,2.9504,1.36917,0.0006634,0.0006634,0.0006634
87,91.0248,1.61491,2.09611,1.01429,0.91779,0.9697,0.96656,0.5659,2.15845,2.87507,1.41046,0.00065944,0.00065944,0.00065944
88,91.9325,1.52889,2.02896,0.98826,0.91779,0.9697,0.96656,0.5659,2.15845,2.87507,1.41046,0.00065548,0.00065548,0.00065548
89,92.9492,1.86831,2.24489,1.10784,0.87966,0.9697,0.96588,0.52878,2.36462,2.77624,1.45185,0.00065152,0.00065152,0.00065152
90,93.894,1.63891,2.04937,1.0349,0.87966,0.9697,0.96588,0.52878,2.36462,2.77624,1.45185,0.00064756,0.00064756,0.00064756
91,94.8367,1.68294,2.13606,1.07784,0.90539,1,0.9925,0.56422,2.2761,2.59844,1.40575,0.0006436,0.0006436,0.0006436
92,95.7596,1.64292,2.10998,1.06481,0.90539,1,0.9925,0.56422,2.2761,2.59844,1.40575,0.00063964,0.00063964,0.00063964
93,96.7406,1.59662,2.10588,1.03701,0.98215,0.98183,0.995,0.60908,2.13328,2.51518,1.34571,0.00063568,0.00063568,0.00063568
94,97.653,1.61904,1.943,1.06521,0.98215,0.98183,0.995,0.60908,2.13328,2.51518,1.34571,0.00063172,0.00063172,0.00063172
95,98.5879,1.54124,1.94259,1.02981,0.96876,0.97538,0.995,0.53103,2.42794,2.70521,1.42599,0.00062776,0.00062776,0.00062776
96,99.5932,1.4834,1.97029,0.99772,0.96876,0.97538,0.995,0.53103,2.42794,2.70521,1.42599,0.0006238,0.0006238,0.0006238
97,100.568,1.53133,2.05606,1.01189,0.97477,0.96215,0.96683,0.53571,2.5511,2.73116,1.5089,0.00061984,0.00061984,0.00061984
